Authors	Author(s) ID	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	DOI	Link	Abstract	Document Type	Publication Stage	Source
Muñoz J.E.; Gonçalves A.; Rúbio Gouveia É.; Cameirão M.S.; BermúdezBadia S.	56645651500; 16033965200; 57205022178; 21740694600; 57191505862	Lessons Learned from Gamifying Functional Fitness Training through Human-Centered Design Methods in Older Adults	2019	Games for Health Journal	8	6		387	406	19	21	10.1089/g4h.2018.0028	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075718975&doi=10.1089%2fg4h.2018.0028&partnerID=40&md5=6b222af544c318f87b68527077b8e568	"Background: The design of meaningful and enjoyable Exergames for fitness training in older adults possesses critical challenges in matching user's needs and motivators with game elements. These challenges are often due to the lack of knowledge of seniors' game preferences and technology literacy as well as a poor involvement of the target population in the design process. Objective: This research aims at describing a detailed and scrutinized use case of applying human-centered design methodologies in the gamification of fitness training routines and illustrates how to incorporate seniors' feedback in the game design pipeline. Materials and Methods: We focus on how to use the insights from human-centered inquiries to improve in-game elements, such as mechanics or esthetics, and how to iterate the game design process based on playtesting sessions in the field. Results: We present a set of four Exergames created to train the critical functional fitness areas of older adults. We show how through rapid prototyping methods and multidisciplinary research, Exergames can be rigorously designed and developed to match individual physical capabilities. Moreover, we propose a set of guidelines for the design of context-aware Exergames based on the lessons learned. Conclusion: We highlight the process followed; it depicts 19 weeks of various activities delivering particular and actionable items that can be used as a checklist for future games for health design projects. © Copyright 2019, Mary Ann Liebert, Inc., publishers 2019."	Article	Final	Scopus
Doré B.; Gaudreault A.; Everard G.; Ayena J.C.; Abboud A.; Robitaille N.; Batcho C.S.	58136243000; 58136032400; 57218475136; 56786583800; 58136460700; 14023556100; 37005356500	"Acceptability, Feasibility, and Effectiveness of Immersive Virtual Technologies to Promote Exercise in Older Adults: A Systematic Review and Meta-Analysis"	2023	Sensors	23	5	2506				4	10.3390/s23052506	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149739201&doi=10.3390%2fs23052506&partnerID=40&md5=1e4efe3590dd366ceb975153d3cbbff7	"Context: This review aimed to synthesize the literature on the acceptability, feasibility, and effectiveness of immersive virtual technologies to promote physical exercise in older people. Method: We performed a literature review, based on four databases (PubMed, CINAHL, Embase, and Scopus; last search: 30 January 2023). Eligible studies had to use immersive technology with participants aged 60 years and over. The results regarding acceptability, feasibility, and effectiveness of immersive technology-based interventions in older people were extracted. The standardized mean differences were then computed using a random model effect. Results: In total, 54 relevant studies (1853 participants) were identified through search strategies. Concerning the acceptability, most participants reported a pleasant experience and a desire to use the technology again. The average increase in the pre/post Simulator Sickness Questionnaire score was 0.43 in healthy subjects and 3.23 in subjects with neurological disorders, demonstrating this technology’s feasibility. Regarding the effectiveness, our meta-analysis showed a positive effect of the use of virtual reality technology on balance (SMD = 1.05; 95% CI: 0.75–1.36; p < 0.001) and gait outcomes (SMD = 0.7; 95% CI: 0.14–0.80; p < 0.001). However, these results suffered from inconsistency and the number of trials dealing with these outcomes remains low, calling for further studies. Conclusions: Virtual reality seems to be well accepted by older people and its use with this population is feasible. However, more studies are needed to conclude its effectiveness in promoting exercise in older people. © 2023 by the authors."	Review	Final	Scopus
Ortet C.P.; Vairinhos M.; Veloso A.I.; Costa L.V.	57219053696; 57191927115; 35422995200; 57221702490	Virtual Reality Hippotherapy Simulator: A Model Proposal for Senior Citizens	2023	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	14042 LNCS			592	609	17	1	10.1007/978-3-031-34866-2_42	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171470357&doi=10.1007%2f978-3-031-34866-2_42&partnerID=40&md5=6e84792b067a2f7115c215bd6c0454a4	"The effects of horse riding are well recognized, as it brings physical and psychological benefits to individuals of all ages. Consequently, it has been used for curative and therapeutic purposes, commonly known as hippotherapy. Moreover, researchers have proven that adding virtual reality (VR) to traditional treatment methods has a huge positive impact on mental and physical rehabilitation, so creating a VR hippotherapy simulator can help many patients even more than the traditional technique. At the same time, the senior population is constantly growing, and the ageing process causes changes in physiological, neurological, and psychosocial aspects that must be prevented and treated to promote an active and healthy ageing. The aim of this paper is to outline a model proposal of a hippotherapy simulator using 360º VR for senior citizens. Affordable options, accessibility issues and inclusive methods are considered in this proposal, providing maneuverable and adaptable strategies for the development of similar artifacts. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG."	Conference paper	Final	Scopus
Renaux A.; Clanché F.; Muhla F.; Duclos K.; Meyer P.; Colnat-Coulbois S.; Gauchard G.	57921770500; 35095875100; 57196344902; 56747874100; 57197002934; 23977523100; 6603141017	Age-related decrease in functional mobility score when performing a locomotor task in an immersive environment	2023	Frontiers in Bioengineering and Biotechnology	11		1141507				0	10.3389/fbioe.2023.1141507	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162250300&doi=10.3389%2ffbioe.2023.1141507&partnerID=40&md5=718aecfb0c8cdf48de532e59338be4ae	"In recent years, immersive virtual reality technology has emerged in the field of health. Its use could allow the assessment of the motor behavior of individuals in adaptable and reproducible immersive environments, simulating real situations. This study aimed to assess the effect of an immersive scenario on functional mobility during a simple locomotor task according to age. Sixty young adults and 60 older volunteers, who were autonomous and without cognitive and neurological impairment participated. A locomotor task based on the “Timed Up and Go” task was performed in real and virtual conditions. A functional mobility score was calculated by combining the time and the number of steps used and compared between young and older people. Results showed that correlations between time and the number of steps were the same in VR and real conditions, but the locomotor performance decreased significantly in VR for both populations. Additionally, older people exhibited a more reduced locomotor performance in a virtual environment than young adults, thereby their functional mobility score decreased more to complete the task, reflecting the adoption of a more secure locomotion strategy often related to the fear of falling, with an increase in time and number of steps to support balance. The major difference between reality and VR is the visual immersion with an HMD, and visual information is more important in the sensory integration of older people. Therefore, the reduction in visual field and lack of visual exproprioceptive information about the body segments in the virtual environment could explain these results. Finally, the effect of immersion in a virtual scenario on mobility exists for both populations but is accentuated by the aging process and is therefore age dependent. Copyright © 2023 Renaux, Clanché, Muhla, Duclos, Meyer, Colnat-Coulbois and Gauchard."	Article	Final	Scopus
Tarnanas I.; Schlee W.; Tsolaki M.; Müri R.; Mosimann U.; Nef T.	6508357922; 22836015100; 7004174854; 7003342964; 6603639434; 15726063900	Ecological validity of virtual reality daily living activities screening for early dementia: Longitudinal study	2013	JMIR Serious Games	1	1	e1				116	10.2196/games.2778	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102512743&doi=10.2196%2fgames.2778&partnerID=40&md5=0134ad5b9ea7af08bc6a3c56d3934a3a	"Background: Dementia is a multifaceted disorder that impairs cognitive functions, such as memory, language, and executive functions necessary to plan, organize, and prioritize tasks required for goal-directed behaviors. In most cases, individuals with dementia experience difficulties interacting with physical and social environments. The purpose of this study was to establish ecological validity and initial construct validity of a fire evacuation Virtual Reality Day-Out Task (VR-DOT) environment based on performance profiles as a screening tool for early dementia. Objective: The objectives were (1) to examine the relationships among the performances of 3 groups of participants in the VR-DOT and traditional neuropsychological tests employed to assess executive functions, and (2) to compare the performance of participants with mild Alzheimer's-type dementia (AD) to those with amnestic single-domain mild cognitive impairment (MCI) and healthy controls in the VR-DOT and traditional neuropsychological tests used to assess executive functions. We hypothesized that the 2 cognitively impaired groups would have distinct performance profiles and show significantly impaired independent functioning in ADL compared to the healthy controls. Methods: The study population included 3 groups: 72 healthy control elderly participants, 65 amnestic MCI participants, and 68 mild AD participants. A natural user interface framework based on a fire evacuation VR-DOT environment was used for assessing physical and cognitive abilities of seniors over 3 years. VR-DOT focuses on the subtle errors and patterns in performing everyday activities and has the advantage of not depending on a subjective rating of an individual person. We further assessed functional capacity by both neuropsychological tests (including measures of attention, memory, working memory, executive functions, language, and depression). We also evaluated performance in finger tapping, grip strength, stride length, gait speed, and chair stands separately and while performing VR-DOTs in order to correlate performance in these measures with VR-DOTs because performance while navigating a virtual environment is a valid and reliable indicator of cognitive decline in elderly persons. Results: The mild AD group was more impaired than the amnestic MCI group, and both were more impaired than healthy controls. The novel VR-DOT functional index correlated strongly with standard cognitive and functional measurements, such as mini-mental state examination (MMSE; rho=0.26, P=.01) and Bristol Activities of Daily Living (ADL) scale scores (rho=0.32, P=.001). Conclusions: Functional impairment is a defining characteristic of predementia and is partly dependent on the degree of cognitive impairment. The novel virtual reality measures of functional ability seem more sensitive to functional impairment than qualitative measures in predementia, thus accurately differentiating from healthy controls. We conclude that VR-DOT is an effective tool for discriminating predementia and mild AD from controls by detecting differences in terms of errors, omissions, and perseverations while measuring ADL functional ability. © 2013 JMIR Publications Inc. All right reserved."	Article	Final	Scopus
Kumar S.; Underwood S.H.; Masters J.L.; Manley N.A.; Konstantzos I.; Lau J.; Haller R.; Wang L.M.	57218172643; 57205293066; 8543625300; 57205575764; 56521738200; 55008133700; 58549094500; 8969921500	Ten questions concerning smart and healthy built environments for older adults	2023	Building and Environment	244		110720				2	10.1016/j.buildenv.2023.110720	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168758791&doi=10.1016%2fj.buildenv.2023.110720&partnerID=40&md5=b85dc037817f1c3418dd2f99838b62cb	"In the past decade, the term ‘global aging’ has gained much attention among researchers, policymakers, civil societies, and governments worldwide. The continuous decline in fertility rates and increased life expectancy have resulted in an ongoing demographic transition where the share of adults aged 65 or older is increasing and outnumbering children younger than five years. In the United States and other developed countries, this rapid demographic transition is expected to continue to strain the existing health infrastructure as it becomes increasingly challenging to ensure healthy living environments for older adults. The ten questions and answers in this paper have been prepared by experts from gerontology, geriatrics, architectural engineering, and senior living operations to inform and characterize the current continuum of living environments and communities available to older adults. They also identify the common elements that influence the environmental needs of older adults and highlight factors (such as technical assistance, health equity gaps, and caregiver workforce development) that challenge the future of smart and healthy built environments for older adults. A special focus has been placed on contextualizing indoor environmental quality (IEQ) elements and smart building technologies for older individuals, caregivers, and their various requirements (perhaps in their own homes and communities). Together, these viewpoints create a new paradigm to assist in designing and managing intelligent, healthy built environments that respond to human demands. Although this paper focuses on factors in the United States, others can benefit from the framework incubated upon these experiences, making this effort relevant toward addressing global opportunities in environments for older adults. © 2023 The Authors"	Article	Final	Scopus
Rodríguez M.L.	58532523700	Bioethics of Displacement and Its Implications	2023	Bioethics of Displacement and Its Implications				1	386	385	0		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167714582&partnerID=40&md5=0a65e42ef2dc0891a228f13710244b17	"Bioethics aims to provide a framework for making informed and ethical decisions in the face of complex and often controversial issues. It is concerned with issues such as informed consent, autonomy, justice, beneficence, non-maleficence, and respect for persons and seeks to balance the interests of individuals, communities, and society. Defining the bioethics of displacement presents a challenge; despite bioethicists efforts to raise multidisciplinarity, the truth is that narrow medical bioethics focused on health is currently mainstream. Bioethics of Displacement and Its Implications defines the bioethics of displacement, explains why it is necessary, and sets the basic curricula on the bioethics of displacement. This book puts displacement in context through historical reflections and stresses how psychological inflexibility and the politics of pain work are reflected in the context of bioethics both in the nature of the research and in bioethics as a force of displacement and the challenges in the bioethical discourse. Finally, the book frames the bioethics of displacement (Bodi) in the modern bioethics discourse and how it can become a game changer. This work focuses on bioethics, confinement, displacement, global public health, and politics. This premier reference source is an essential resource for medical professionals, pharmacists, hospital administrators, government officials, students and faculty of higher education, librarians, researchers, and academicians. © 2023 by IGI Global. All rights reserved."	Book	Final	Scopus
Jamil N.; Belkacem A.N.; Ouhbi S.; Guger C.	55046970900; 56414528100; 55318891200; 55903211100	Cognitive and affective brain-computer interfaces for improving learning strategies and enhancing student capabilities: A systematic literature review	2021	IEEE Access	9			134122	134147	25	15	10.1109/ACCESS.2021.3115263	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115746108&doi=10.1109%2fACCESS.2021.3115263&partnerID=40&md5=4806650389570534385d1866bf036621	"Brain-computer interface (BCI) technology has the potential to positively contribute to the educational learning environment, which faces many challenges and shortcomings. Cognitive and affective BCIs can offer a deep understanding of brain mechanisms, which may improve learning strategies and increase brain-based skills. They can offer a better empirical foundation for teaching-learning methodologies, including adjusting learning content based on brain workload, measuring student interest of a topic, or even helping students focus on specific tasks. The latest findings from emerging BCI technology, neuroscience, cognitive sciences, and psychology could be used in learning and teaching strategies to improve student abilities in education. This study investigates and analyzes the research on BCI patterns and its implementation for enhancing cognitive capabilities of students. The results showed that there is insufficient literature on BCI that addresses students with disabilities in the learning process. Further, our analysis revealed a bias toward the significance of cognitive process factors compared with other influential factors, such as the learning environment and emotions that influence learning. Finally, we concluded that BCI technology could improve students' learning and cognitive skills - when consistently associated with the different pedagogical teaching-learning strategies - for better academic achievement.  © 2013 IEEE."	Review	Final	Scopus
Kool V.K.; Agrawal R.	6507552659; 7201475218	Psychology of technology	2016	Psychology of Technology				1	381	380	15	10.1007/978-3-319-45333-0	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029125696&doi=10.1007%2f978-3-319-45333-0&partnerID=40&md5=5cb6f88058fed53ddc0b8a97ae134aa0	"This unique treatise expands on the philosophy of technology to argue for a psychology of technology based on the complex relationships between psychology, biology and technology, especially in the light of our relationships with our digital devices, our online lives, and our human experience. Drawing from disciplines ranging from philosophy and evolution to cognition and neuroscience, it examines myriad aspects of the brain’s creative development: the cognitive, sensory, and motor processes that enable technological progress and its resulting efficiencies and deficiencies along with our discomforts and pleasures. These experiences are key to behavioral and affective processes in technology, manifest in such diverse phenomena as multitasking, the shift in tech design from ergonomics to hedonomics, and the many types of online problem behaviors. Through these rich pages, readers can understand more deeply the history and future of human adjustment and adaptation in an environment intertwined with technology-and, with the ascendance of video games and virtual reality, new conceptions of the human self. Among the topics covered: Could we have remained a tech-devoid society? Technology, ergonomics and the non-executive functions of our body. New directions in brain-computer interface. From avatars and agents to virtual reality technology. On measuring affective responses to objects. Psychology, technology, ethics, and culture. A timely lens on a field that will grow in importance as it shapes our existence, Psychology of Technology will be read and discussed by not only psychologists, social scientists, and behavioral scientists, but also by technology designers and developers and those in biotechnology. © Springer International Publishing Switzerland 2016."	Book	Final	Scopus
Dino M.J.S.; Davidson P.M.; Dion K.W.; Szanton S.L.; Ong I.L.	56222425600; 7202137456; 36819769700; 8300065500; 57203394214	Nursing and human-computer interaction in healthcare robots for older people: An integrative review	2022	International Journal of Nursing Studies Advances	4		100072				11	10.1016/j.ijnsa.2022.100072	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125773245&doi=10.1016%2fj.ijnsa.2022.100072&partnerID=40&md5=a2ff1cf3a1fa4c133378dd4c04a92567	"Objectives: This study examined the published works related to healthcare robotics for older people using the attributes of health, nursing, and the human-computer interaction framework. Design: An integrative literature review. Methods: A search strategy captured 55 eligible articles from databases (CINAHL, Embase, IEEE Xplore, and PubMed) and hand-searching approaches. Bibliometric and content analyses grounded on the health and nursing attributes and human-computer interaction framework were performed using MAXQDA. Finally, results were verified using critical friend feedback by a second reviewer. Results: Most articles were from multiple authorship, published in non-nursing journals, and originating from developed economies. They primarily focused on applying healthcare robots in practice settings, physical health, and communication tasks. Using the human-computer interaction framework, it was found that older adults frequently served as the primary users while nurses, healthcare providers, and researchers functioned as secondary users and operators. Research articles focused on the usability, functionality, and acceptability of robotic systems. At the same time, theoretical papers explored the frameworks and the value of empathy and emotion in robots, human-computer interaction and nursing models and theories supporting healthcare practice, and gerontechnology. Current robotic systems are less anthropomorphic, operated through real-time direct and supervisory inputs, and mainly equipped with visual and auditory sensors and actuators with limited capability in performing health assessments. Conclusion: Results communicate the need for technological competency among nurses, advancements in increasing healthcare robot humanness, and the importance of conscientious efforts from an interdisciplinary research team in improving robotic system usability and utility for the care of older adults. © 2022"	Review	Final	Scopus
López-Nava I.H.; Rodriguez M.D.; García-Vázquez J.P.; Perez-Sanpablo A.I.; Quiñones-Urióstegui I.; Meneses-Peñaloza A.; Castillo V.; Cuaya-Simbro G.; Armenta J.S.; Martínez A.; Sánchez W.; Caro K.; Martínez-García A.I.; Favela J.	36668919900; 7404254896; 25930849300; 36007639600; 35772934200; 57209195712; 56013653000; 57273183900; 57213689112; 57189081760; 56492565800; 56422179500; 36882629300; 6701593883	Current state and trends of the research in exergames for the elderly and their impact on health outcomes: a scoping review	2023	Journal of Ambient Intelligence and Humanized Computing	14	8		10977	11009	32	3	10.1007/s12652-022-04364-0	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137014862&doi=10.1007%2fs12652-022-04364-0&partnerID=40&md5=43409591f4d91355857b305fd76999ff	"In recent years there has been significant interest in assessing the impact of exergames on the healthcare of older adults. This scoping review aims to present an overview of the current state and trends of clinical studies conducted to determine the benefits of using exergames for healthy aging between 2000 and 2019. We included original studies published in English that use exergames to address common diseases associated with subjects over 60 years. The search was conducted in major electronic databases (PubMed, IEEE Xplore Digital Library, Web of Science, ACM Digital Library, and Scopus). At least two reviewers analyzed articles independently based on the inclusion criteria and a pre-defined taxonomy to extract information. Abstracted information was summarized in tables and analyzed by publication date using temporal plots and thematic analysis. A total of 4502 potentially relevant studies were identified and assessed to select 130 articles for analysis. Most studies were randomized controlled trials (70) published in journals (119), in the medical or biological area (101), with the aim of treatment (118), addressing mobility-related conditions (87). Most studies used videogame consoles (56) and commercial games (81). We detected a change in the trend of research with an increasing interest in neurological or mental-related conditions after 2017, accompanied by reports of positive results. Consequently, this represents an important area to continue exploring. We found an opportunity to conduct further analysis and studies to support the benefit of exergaming on improving medical outcomes and their long-term effects. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."	Article	Final	Scopus
Parsons T.D.	57207899507	Clinical neuropsychology and technology: What's new and how we can use it	2016	Clinical Neuropsychology and Technology: What's New and How We Can Use It				1	190	189	38	10.1007/978-3-319-31075-6	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029647263&doi=10.1007%2f978-3-319-31075-6&partnerID=40&md5=6f6f0bcc3849765cf372d40b3f384312	"This ambitious and accessible guide reviews innovative technologies enhancing the field of neuropsychological testing. Starting with the premise that standard batteries-some nearly a century old-lag behind in our era of neuroimaging, genomic studies, psychophysiology, and informatics, it presents digital measures offering more efficient administration, more accurate data, and wider clinical applications. Ecological validity and evidence-based science are key themes in these advances, from virtual environments and assessment of social cognition to the shift toward situational reliability and away from lab-created constructs. These chapters also demonstrate how high-tech assessment tools can complement or supplement traditional pencil-and-paper measures without replacing them outright. This book covers in depth: The evolution of neuropsychological testing over the past century. Current applications of computer-based neuropsychological assessments. The strengths and limitations of simulation technology. The use of teleneuropsychology in reaching remote clients. The potential of gaming technologies in neurocognitive rehabilitation. How technology can transform test data into information useful across specialties. Clinical Neuropsychology and Technology brings neuropsychologists, clinical psychologists, and rehabilitation specialists into the vanguard of assessment measures and processes that will translate into more accurate testing, collaborations between disciplines, and valid and useful outcomes. © Springer International Publishing Switzerland 2016. All rights reserved."	Book	Final	Scopus
Harrington C.; Martin-Hammond A.; Bray K.E.	57002432100; 56646498600; 57218863175	Examining Identity as a Variable of Health Technology Research for Older Adults: A Systematic Review	2022	Conference on Human Factors in Computing Systems - Proceedings			265				7	10.1145/3491102.3517621	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130512754&doi=10.1145%2f3491102.3517621&partnerID=40&md5=0fe596fe8f31d502290053d0029ea67e	"Innovations in HCI research of health-related pervasive and ubiquitous technologies can potentially improve older adults' access to healthcare resources and support long-term independence in the home. Despite efforts to include their voices in technology research and design, many older adults have yet to actualize these health benefits, with barriers of access and proficiency actually widening the gap of health inequities. We reviewed 174 HCI publications through a systematic review to examine who is engaged in the design of health technologies for older adults, methods used to engage them, and how different types of participation might impact design directions. Findings highlight that thus far, many identity dimensions have not been explored in HCI aging research. We identify research gaps and implications to promote expanding research engagement with these dimensions as a way to support the design of health technologies that see better adoption among marginalized populations. © 2022 Owner/Author."	Conference paper	Final	Scopus
Lum H.	24332629200	Human factors issues and the impact of technology on society	2021	Human Factors Issues and the Impact of Technology on Society				1	333	332	2	10.4018/978-1-7998-6453-0	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128438319&doi=10.4018%2f978-1-7998-6453-0&partnerID=40&md5=cbfac8d8122e48f56ab5ff1c412fd6e8	"Human factors are the scientific discipline concerned with the understanding of interactions among humans and other elements of a system, and the profession that applies theory, principles, data, and other methods to design to optimize human well-being and overall system performance. Human factor issues and the impact of technology on society is a topic that is only growing, and it is essential that it is considered as technology becomes more present in our daily lives. This not only impacts society now but is something to be considered for the future. It is also incredibly important for those in the human factors profession to consider the impact of technology for their work and for the users they are helping design for. Therefore, this topic has immense impact and is important to study from a research perspective to advance the understanding of how technology works, how we work, and how we as humans work within the context of the technology we use. Human Factors Issues and the Impact of Technology on Society examines the role of technology on society with a specific focus on human factors issues and how they are associated with and related to technology use in society. A few highlighted topics within this book are digital health technologies, learning technologies, ethics in social technology, ICT use in businesses, and sustainability. These topics are only a few of examples of how this book analyzes technology in all different facets of society, making it ideal for a wide audience including human factors practitioners, technologists, sociologists, policy makers, teachers, technology developers and designers, business professionals, ethicists, researchers, academicians, students, and anyone else seeking more information on how technology is impacting society through the viewpoint of human factors. © 2021 by IGI Global. All rights reserved."	Book	Final	Scopus
Ditchburn J.-L.; Van Schaik P.; Dixon J.; MacSween A.; Martin D.	57192067672; 6603734216; 55708568800; 57199409147; 7406282786	"The effects of exergaming on pain, postural control, technology acceptance and flow experience in older people with chronic musculoskeletal pain: A randomised controlled trial"	2020	"BMC Sports Science, Medicine and Rehabilitation"	12	1	63				9	10.1186/s13102-020-00211-x	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092525381&doi=10.1186%2fs13102-020-00211-x&partnerID=40&md5=f8d95aa91b89a33bb1d568e10c72a0f0	"Background: Older people with chronic musculoskeletal pain are at risk of falls. This study aimed to investigate the effects of exergaming on pain and postural control in older people with chronic musculoskeletal pain. Secondary outcomes were technology acceptance, flow experience, perceived physical exertion, expended mental effort and heart rate. Methods: Fifty four older adults (age: 71 ± 5 years) with chronic musculoskeletal pain were randomised into 2 groups. Group 1 received exergaming training using the Interactive Rehabilitation and Exercise System (IREX®). Group 2 undertook traditional gym-based exercise (TGB). Both groups completed twice weekly 40-min exercise sessions for 6 weeks. Perceived pain was measured using a numeric pain rating scale and the Multidimensional Affect and Pain Survey questionnaire. Postural control was measured as sway using a Kistler™ force platform. Technology acceptance was measured with the Unified Theory of Acceptance and Use of Technology questionnaire and flow experience with the Flow State Scale. Physiological measures of perceived physical exertion, expended mental effort and heart rate were recorded during all sessions. Results: The exergaming group demonstrated significant reductions in pain intensity and thermal pain including a near significant approach in physical engagement in comparison to TGB group. Although no intervention effects on postural control were found, the exergaming group showed significant improvements in three sway measures (AP SD, ML SD and AP range) over time whereas significant improvements in ML range were found in the TGB group. Relating to technology acceptance, significant intervention effects on social influence and behavioural intention were found in the TGB group instead, although both groups demonstrated increases of acceptance over time. Regarding flow experience, concentration at task was significantly influenced in the TGB group and significant increases in flow variables over time were observed in both groups. Significant increases over time in perceived physical exertion and expended mental effort were found in both groups. Conclusion: Our findings support the potential of exergaming to alleviate pain and improve balance in older people with chronic musculoskeletal pain. Both forms of exercise are acceptable, intrinsically motivating and show evidence of benefit to older people with chronic musculoskeletal pain. Trial registration: ClinicalTrials.gov Identifier: NCT04029285 (retrospectively registered, July 23, 2019)  © 2020 The Author(s)."	Article	Final	Scopus
Bassano C.; Chessa M.; Solari F.	57200398670; 25652939100; 6603393665	Visualization and Interaction Technologies in Serious and Exergames for Cognitive Assessment and Training: A Survey on Available Solutions and Their Validation	2022	IEEE Access	10			104295	104312	17	0	10.1109/ACCESS.2022.3210562	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139382149&doi=10.1109%2fACCESS.2022.3210562&partnerID=40&md5=bddf088c5a030762b0e70d9ae5a4f599	"Exergames and serious games, based on standard personal computers, mobile devices and gaming consoles or on novel immersive Virtual and Augmented Reality techniques, have become popular in the last few years and are now applied in various research fields, among which cognitive assessment and training of heterogeneous target populations. Moreover, the adoption of Web based solutions together with the integration of Artificial Intelligence and Machine Learning algorithms could bring countless advantages, both for the patients and the clinical personnel, as allowing the early detection of some pathological conditions, improving the efficacy and adherence to rehabilitation processes, through the personalisation of training sessions, and optimizing the allocation of resources by the healthcare system. The current work proposes a systematic survey of existing solutions in the field of cognitive assessment and training. We evaluate the visualization and interaction technologies commonly adopted and the measures taken to fulfil the need of the pathological target populations. Moreover, we analyze how implemented solutions are validated, i.e. The chosen experimental designs, data collection and analysis. Finally, we consider the availability of the applications and raw data to the large community of researchers and medical professionals and the actual application of proposed solutions in the standard clinical practice. Despite the potential of these technologies, research is still at an early stage. Although the recent release of accessible immersive virtual reality headsets and the increasing interest on vision-based techniques for tracking body and hands movements, many studies still rely on non-immersive virtual reality (67.2%), mainly mobile and personal computers, and standard gaming tools for interactions (41.5%). Finally, we highlight that although the interest of research community in this field is increasingly higher, the sharing of dataset (10.6%) and implemented applications (3.8%) should be promoted and the number of healthcare structures which have successfully introduced the new technological approaches in the treatment of their host patients is limited (10.2%).  © 2013 IEEE."	Article	Final	Scopus
Qiu S.; An P.; Kang K.; Hu J.; Han T.; Rauterberg M.	57188752278; 57317375200; 57200857392; 56442891500; 55425962400; 6701479494	A review of data gathering methods for evaluating socially assistive systems	2022	Sensors	22	1	82				9	10.3390/s22010082	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121498651&doi=10.3390%2fs22010082&partnerID=40&md5=9e9158ddfbd06c8ec88d991aa8d82a53	"Social interactions significantly impact the quality of life for people with special needs (e.g., older adults with dementia and children with autism). They may suffer loneliness and social isolation more often than people without disabilities. There is a growing demand for technologies to satisfy the social needs of such user groups. However, evaluating these systems can be challeng-ing due to the extra difficulty of gathering data from people with special needs (e.g., communication barriers involving older adults with dementia and children with autism). Thus, in this systematic review, we focus on studying data gathering methods for evaluating socially assistive systems (SAS). Six academic databases (i.e., Scopus, Web of Science, ACM, Science Direct, PubMed, and IEEE Xplore) were searched, covering articles published from January 2000 to July 2021. A total of 65 articles met the inclusion criteria for this systematic review. The results showed that existing SASs most often targeted people with visual impairments, older adults, and children with autism. For instance, a common type of SASs aimed to help blind people perceive social signals (e.g., facial expressions). SASs were most commonly assessed with interviews, questionnaires, and observation data. Around half of the interview studies only involved target users, while the other half also in-cluded secondary users or stakeholders. Questionnaires were mostly used with older adults and people with visual impairments to measure their social interaction, emotional state, and system us-ability. A great majority of observational studies were carried out with users in special age groups, especially older adults and children with autism. We thereby contribute an overview of how different data gathering methods were used with various target users of SASs. Relevant insights are ex-tracted to inform future development and research. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."	Review	Final	Scopus
Vargemidis D.; Gerling K.; Spiel K.; Abeele V.V.; Geurts L.	57222752753; 51663369500; 56266706100; 23984073500; 6603345974	Wearable physical activity tracking systems for older adults-A systematic review	2020	ACM Transactions on Computing for Healthcare	1	4	25				16	10.1145/3402523	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114364919&doi=10.1145%2f3402523&partnerID=40&md5=e7d0c91d4842a235e7e6231edc0a8a05	"Physical activity (PA) positively impacts the quality of life of older adults, with technology as a promising factor in maintaining motivation. Within Computer Science and Engineering, research investigates how to track PA of older adults for various purposes. We present a systematic review of 204 papers and discuss wearable tracking systems according to their purpose, technological context, and target audience, as well as design and evaluation processes with particular attention to the meaningful involvement of older adults. Our results show that most systems focus on supervising older adults in the context of disease and frailty management. Only few systems focus on supporting older adults by promoting rehabilitation and respecting agency of older adults via self-monitoring PA, or encouraging PA to maintain healthy levels of activity. Moreover, systems are often narrowly limited to walking, although older adults may enjoy a broader range of activities. Likewise, the involvement of older adults in design processes is scarce, and their experience with a given technology is rarely considered relevant for evaluation. In sum, we contribute an overview of wearable technology for tracking older adults' PA, contextualize our findings within recommendations provided by Sports and Rehabilitation Science, and illustrate opportunities for future work.  © 2020 ACM."	Article	Final	Scopus
